amount,hour,category,distance_from_home_km,txns_last_24h,is_foreign,card_present,fraud_probability,actual_fraud
29.76,20,restaurant,9.6,0,0,1,0.0982,0
118.31,12,restaurant,1.9,1,0,0,0.1183,0
11.54,16,grocery,6.6,1,0,1,0.0994,0
31.21,14,travel,12.7,0,0,1,0.0894,0
33.85,18,fuel,3.6,1,0,0,0.0997,0
138.36,8,restaurant,9.8,1,0,1,0.0566,0
55.01,7,grocery,6.5,1,0,0,0.1058,0
74.93,22,online_retail,6.2,1,0,0,0.0697,0
5.59,19,online_retail,41.1,2,0,1,0.1381,0
16.81,11,grocery,25.6,0,0,1,0.0978,0
523.77,15,jewelry,129.3,8,0,1,0.9682,1
17.44,7,grocery,3.7,2,0,0,0.1338,0
37.44,15,grocery,32.7,1,0,1,0.1202,0
11.79,10,fuel,11.9,0,0,1,0.069,0
54.53,14,grocery,4.2,1,0,0,0.0908,0
63.57,17,online_retail,13.0,2,0,0,0.1101,1
18.99,20,grocery,16.2,0,0,1,0.1283,0
407.16,15,jewelry,13.8,6,1,0,0.926,1
2.73,14,online_retail,1.2,2,0,0,0.4937,0
110.96,19,restaurant,13.5,3,0,1,0.1221,0
23.53,15,online_retail,27.4,0,0,1,0.1296,0
29.32,12,grocery,0.1,0,0,1,0.0708,0
8.0,8,grocery,4.7,2,0,1,0.1401,0
26.25,17,restaurant,0.4,3,0,1,0.0749,0
52.06,12,travel,10.0,3,0,1,0.1078,0
17.9,9,grocery,5.2,3,0,1,0.1553,0
70.62,11,online_retail,1.0,1,0,1,0.1215,0
53.49,11,restaurant,9.7,3,0,1,0.0785,0
34.33,16,travel,14.1,1,0,1,0.0992,0
97.42,15,restaurant,11.0,1,0,0,0.0984,0
16.72,7,travel,1.5,2,0,0,0.1447,0
86.25,17,grocery,3.3,2,0,1,0.0846,0
42.6,12,electronics,3.4,1,0,1,0.1829,0
64.13,20,online_retail,6.3,1,0,0,0.0917,0
41.97,10,online_retail,6.3,5,0,1,0.2387,0
13.95,15,online_retail,3.2,1,0,0,0.0825,0
48.71,18,grocery,3.0,0,0,1,0.1036,0
64.34,11,grocery,0.5,1,0,1,0.0792,0
122.13,17,online_retail,3.0,1,0,1,0.0873,0
53.53,12,travel,37.2,3,0,1,0.0746,0
57.02,13,restaurant,12.9,2,0,1,0.0773,0
8.04,16,atm,13.5,2,0,1,0.0828,0
25.43,10,online_retail,14.3,0,0,1,0.0769,0
29.68,12,online_retail,1.5,1,0,1,0.2579,0
39.12,19,atm,13.1,2,0,0,0.1015,0
114.36,21,restaurant,14.0,1,0,1,0.2273,0
44.12,18,restaurant,14.6,1,0,1,0.137,0
21.55,11,restaurant,4.6,0,0,1,0.111,0
9.0,11,online_retail,20.0,0,1,1,0.0711,0
49.14,19,atm,2.0,1,0,1,0.0865,0
12.07,20,electronics,5.3,0,0,1,0.0988,0
38.94,18,grocery,5.2,1,0,0,0.1149,0
20.17,14,fuel,25.4,0,0,1,0.1327,0
22.06,19,grocery,9.1,0,0,0,0.178,0
50.53,21,grocery,9.4,1,0,1,0.1565,0
17.38,14,fuel,21.3,2,0,1,0.2836,0
10.67,19,restaurant,2.3,2,0,1,0.083,0
7.15,20,online_retail,21.0,1,0,1,0.2518,0
24.48,19,grocery,20.4,2,0,1,0.1146,0
150.17,12,online_retail,57.7,4,1,0,0.8043,1
38.41,14,grocery,3.7,1,0,0,0.0991,0
97.16,19,grocery,29.4,2,0,1,0.1282,0
95.81,21,grocery,18.7,1,1,1,0.1422,0
293.76,3,electronics,3.5,3,1,0,0.865,0
31.85,19,restaurant,5.9,0,1,0,0.1082,0
97.37,11,jewelry,3.7,0,0,1,0.0815,0
8.48,13,travel,6.5,0,0,0,0.08,0
17.25,21,restaurant,4.1,4,0,1,0.1329,0
70.15,18,electronics,12.4,2,0,1,0.0829,0
36.49,14,fuel,1.4,0,0,1,0.1096,0
74.38,11,online_retail,3.3,1,0,1,0.1401,0
13.82,11,restaurant,4.2,4,0,0,0.0933,0
26.74,11,grocery,11.2,2,1,0,0.0881,0
17.19,15,atm,2.7,4,0,0,0.0852,0
769.09,8,grocery,20.0,2,0,1,0.2572,0
166.3,2,travel,257.8,6,1,0,0.9693,1
18.32,17,grocery,21.8,0,0,1,0.2115,0
50.03,9,electronics,16.0,2,0,0,0.0641,0
365.01,22,grocery,30.3,1,0,1,0.7268,0
81.7,13,restaurant,1.8,0,0,1,0.0821,0
123.03,0,electronics,279.1,10,0,0,0.9693,1
113.84,8,electronics,3.2,2,0,1,0.1195,0
40.77,10,fuel,4.0,1,0,1,0.0867,0
107.79,10,fuel,1.2,2,0,1,0.0583,0
45.05,8,travel,8.2,1,0,0,0.1534,0
18.13,9,travel,36.3,0,0,1,0.1067,0
12.4,14,grocery,13.2,0,0,0,0.0864,0
223.31,15,grocery,12.5,1,0,1,0.111,0
59.87,11,grocery,5.4,2,0,1,0.0955,0
120.02,15,electronics,0.9,2,0,1,0.0711,0
24.13,8,fuel,8.8,0,0,1,0.1496,0
90.24,20,online_retail,8.5,3,0,0,0.084,0
393.16,11,grocery,5.1,0,0,1,0.1672,0
66.55,19,electronics,3.1,3,0,0,0.0892,0
302.94,7,atm,5.9,2,0,1,0.0683,0
8.41,22,atm,0.9,3,0,0,0.0542,0
122.19,8,online_retail,2.4,2,0,1,0.1132,0
12.07,13,grocery,25.9,1,0,1,0.121,0
41.69,13,fuel,18.0,2,0,1,0.1395,0
242.51,1,atm,456.6,3,0,0,0.9695,1
108.93,22,travel,27.6,4,0,1,0.3361,1
111.74,12,atm,24.3,0,0,1,0.1023,0
45.03,10,online_retail,4.4,2,0,1,0.0989,0
176.39,17,grocery,0.3,5,0,0,0.1443,0
31.22,7,online_retail,9.1,2,0,1,0.122,0
53.17,18,restaurant,11.6,0,0,0,0.0773,0
99.39,18,fuel,2.1,3,0,1,0.0755,0
51.59,9,travel,12.3,2,0,1,0.0663,0
22.59,8,online_retail,3.0,3,0,1,0.1826,0
17.73,14,fuel,2.1,2,0,1,0.0955,0
11.88,9,grocery,16.7,1,0,0,0.0862,0
42.15,9,fuel,22.6,0,0,1,0.163,0
149.02,9,fuel,0.3,2,0,1,0.0988,0
29.13,18,atm,21.0,1,0,1,0.1675,0
56.76,22,grocery,20.5,2,0,0,0.0584,0
13.05,12,online_retail,10.0,1,0,1,0.0733,0
4.95,17,electronics,14.2,5,0,1,0.0933,0
8.64,10,grocery,2.1,1,0,0,0.0823,0
67.91,21,fuel,23.2,0,0,0,0.0696,0
21.78,16,fuel,0.1,2,0,1,0.0738,0
174.29,14,atm,1.8,0,0,0,0.0854,0
44.57,9,grocery,13.4,0,0,0,0.1656,0
19.51,17,grocery,6.4,3,0,0,0.121,0
29.48,13,grocery,9.0,1,0,1,0.1,0
10.46,21,grocery,3.9,1,0,1,0.0898,0
322.36,7,grocery,1.0,0,0,0,0.1133,0
67.58,14,atm,7.3,2,0,0,0.0994,1
325.0,9,grocery,10.4,4,0,0,0.153,0
113.19,9,grocery,7.3,2,0,1,0.1254,0
31.6,20,fuel,28.7,0,0,0,0.0975,0
310.48,13,grocery,17.0,1,1,1,0.0813,0
62.69,14,restaurant,5.6,1,0,1,0.1003,0
50.63,18,travel,9.0,2,0,1,0.1572,0
113.46,19,online_retail,28.8,0,0,1,0.0816,0
152.1,12,grocery,14.6,1,0,1,0.0944,0
24.64,15,grocery,0.1,3,0,1,0.0738,0
56.39,7,electronics,1.4,0,0,0,0.2141,0
22.68,15,fuel,11.9,1,0,1,0.0959,0
111.81,11,online_retail,6.0,2,0,1,0.0812,0
161.38,17,restaurant,7.6,1,0,0,0.0805,0
88.21,12,grocery,3.2,1,0,1,0.0975,0
26.78,19,fuel,0.1,2,0,1,0.0767,0
21.48,16,restaurant,8.5,0,0,1,0.107,0
19.45,13,online_retail,6.0,1,0,0,0.1517,0
38.28,9,restaurant,31.4,2,0,1,0.0581,0
40.43,22,travel,20.5,3,0,1,0.0813,0
38.52,8,online_retail,15.3,1,0,0,0.0732,1
26.16,22,fuel,20.3,0,0,0,0.0904,0
85.46,8,online_retail,12.2,0,0,0,0.0866,0
6.13,16,online_retail,42.1,0,0,1,0.0907,0
33.49,11,atm,16.0,4,0,0,0.0707,0
17.3,13,travel,12.9,3,0,0,0.0825,0
9.2,13,atm,19.0,2,0,0,0.0905,0
5.39,11,grocery,14.7,1,0,0,0.1149,0
13.05,20,grocery,6.8,2,0,1,0.103,0
68.35,22,online_retail,19.7,0,0,1,0.0907,0
168.96,10,grocery,2.6,3,0,0,0.0754,0
57.19,18,online_retail,5.9,3,0,1,0.0782,0
216.72,7,online_retail,15.9,1,0,1,0.1164,0
57.88,15,atm,7.0,1,0,1,0.0973,0
40.94,15,online_retail,9.7,2,0,0,0.0797,0
36.96,15,atm,9.3,0,0,0,0.1037,0
44.4,14,online_retail,3.1,2,0,1,0.0937,0
20.66,22,fuel,9.9,1,0,1,0.0714,0
15.78,13,online_retail,13.4,3,0,1,0.084,0
80.5,23,atm,172.2,5,1,0,0.9682,1
26.7,8,restaurant,42.6,2,0,0,0.0252,0
45.49,12,grocery,19.3,1,0,1,0.1267,0
83.65,8,travel,18.8,0,0,1,0.1003,0
2193.07,15,jewelry,125.7,6,1,0,0.9682,0
7.94,22,restaurant,8.8,1,0,1,0.0774,0
30.56,15,atm,16.7,0,0,1,0.1339,0
6.86,7,grocery,12.8,1,0,1,0.077,0
96.14,11,atm,0.2,1,0,1,0.0566,1
190.02,15,restaurant,2.4,3,0,1,0.0918,0
174.03,9,online_retail,3.2,1,0,1,0.1806,0
22.83,19,electronics,17.0,0,0,1,0.1176,0
63.02,16,atm,8.9,2,0,1,0.0755,0
5.83,11,electronics,30.1,3,0,0,0.0778,0
8.85,21,grocery,16.5,4,0,1,0.0703,0
61.53,14,restaurant,20.8,4,0,1,0.0718,0
55.61,10,online_retail,2.5,2,0,1,0.0991,0
582.72,15,jewelry,40.1,0,0,0,0.3341,1
68.09,16,atm,0.2,2,1,1,0.0703,0
11.15,19,restaurant,0.4,3,0,1,0.0643,0
210.08,9,grocery,17.1,0,1,1,0.0757,0
21.2,14,restaurant,13.9,1,0,0,0.1402,0
20.2,17,electronics,12.9,0,0,1,0.1049,0
17.86,10,electronics,26.3,0,0,1,0.106,0
29.49,20,fuel,63.8,1,0,1,0.0382,0
6.92,15,grocery,16.1,1,0,1,0.1129,0
269.53,7,restaurant,18.1,2,0,1,0.0692,0
33.68,15,atm,1.9,1,0,1,0.096,0
25.23,19,travel,17.5,0,0,1,0.1116,0
452.23,23,online_retail,182.7,6,1,1,0.9682,1
59.28,9,fuel,8.8,3,0,0,0.0836,0
233.41,8,grocery,1.4,1,0,0,0.1168,0
54.23,9,electronics,8.7,1,0,0,0.0827,0
30.72,20,fuel,5.2,1,0,1,0.1365,0
82.38,22,travel,31.0,0,0,1,0.0507,0
42.59,7,grocery,13.6,1,0,0,0.1296,0
30.41,11,online_retail,16.0,4,0,1,0.0921,0
33.91,9,fuel,1.7,0,0,1,0.1384,0
64.97,12,online_retail,11.9,2,0,1,0.082,0
23.4,10,grocery,28.4,0,0,1,0.0645,0
7.73,21,atm,8.4,0,1,1,0.0901,1
69.95,11,grocery,12.8,0,0,0,0.1053,0
7.52,21,grocery,1.3,2,0,1,0.0964,0
29.02,12,grocery,5.4,1,0,1,0.1225,0
45.06,7,grocery,4.3,3,0,1,0.1771,0
123.54,10,jewelry,6.4,2,0,1,0.0609,0
10.32,22,grocery,4.3,2,0,1,0.0581,0
61.95,18,restaurant,4.5,0,0,1,0.0998,0
53.73,21,fuel,2.3,0,0,1,0.083,0
35.59,11,restaurant,23.7,1,0,0,0.1104,0
4.26,15,restaurant,1.7,0,0,1,0.1737,0
11.45,17,restaurant,6.9,2,0,1,0.0935,0
117.28,7,fuel,16.1,1,0,1,0.0557,0
11.92,16,restaurant,64.1,0,0,1,0.0379,0
42.39,12,electronics,24.3,1,0,1,0.1932,0
102.31,13,restaurant,39.8,1,0,1,0.0305,0
43.04,11,online_retail,15.6,2,0,0,0.0748,0
536.24,22,online_retail,5.9,4,0,0,0.8557,1
20.11,17,grocery,23.9,0,0,1,0.1561,0
23.03,18,grocery,1.2,0,0,0,0.0994,0
88.8,20,online_retail,3.0,3,0,1,0.0754,0
40.47,15,fuel,23.1,0,0,0,0.1591,0
100.89,20,online_retail,12.0,1,0,1,0.1346,0
44.53,22,online_retail,11.5,1,0,1,0.0881,0
39.49,12,online_retail,33.3,3,0,1,0.0962,0
116.09,20,grocery,4.2,1,0,0,0.092,0
35.85,16,fuel,47.8,1,0,1,0.0339,0
68.82,8,fuel,3.8,5,0,0,0.1045,0
33.17,18,restaurant,14.1,1,0,1,0.1088,0
9.66,12,electronics,1.6,0,0,0,0.0753,0
12.62,11,grocery,0.2,3,0,0,0.058,0
359.38,8,fuel,8.0,3,1,1,0.1619,0
14.86,14,online_retail,0.2,0,0,0,0.1347,0
25.33,17,restaurant,1.7,1,0,1,0.1081,0
20.83,16,fuel,4.6,1,0,1,0.2341,0
13.06,16,restaurant,1.3,1,0,1,0.1098,0
28.58,21,fuel,11.3,2,0,0,0.1003,0
62.46,18,online_retail,9.6,2,0,1,0.0985,0
19.6,19,fuel,9.7,1,0,1,0.1076,0
1065.23,10,grocery,4.6,1,0,0,0.1815,0
20.85,14,atm,4.6,1,0,1,0.1843,0
59.49,2,electronics,96.6,6,1,1,0.9685,1
32.98,8,grocery,3.8,2,0,1,0.142,0
72.07,16,restaurant,6.6,1,0,1,0.1083,0
2.17,12,restaurant,17.7,2,0,0,0.0786,0
34.02,22,grocery,1.0,0,0,0,0.0696,0
255.19,1,jewelry,80.9,9,1,0,0.9693,1
17.75,11,online_retail,1.4,3,1,1,0.127,0
38.01,16,online_retail,4.9,1,0,1,0.1039,0
38.96,11,fuel,1.0,2,0,1,0.1085,0
62.39,11,jewelry,14.1,4,0,1,0.2012,0
83.46,18,grocery,2.5,1,0,1,0.1704,0
45.57,13,atm,2.4,0,0,1,0.0791,0
144.42,18,grocery,0.5,1,0,1,0.0633,0
11.53,22,atm,3.1,1,0,1,0.0728,0
109.23,13,travel,9.1,3,0,1,0.0701,0
28.16,19,jewelry,5.4,3,0,1,0.1216,0
358.97,20,electronics,10.6,2,0,1,0.3779,0
10.62,11,fuel,8.4,2,0,1,0.0716,0
50.6,8,online_retail,7.0,0,0,1,0.1141,0
55.04,16,grocery,13.6,3,0,1,0.0763,0
32.45,9,electronics,8.4,1,0,1,0.1358,0
23.12,22,travel,3.2,2,0,1,0.0694,0
15.59,16,grocery,1.6,0,0,1,0.1147,0
200.72,11,online_retail,29.3,0,0,1,0.0856,0
57.81,8,fuel,0.3,2,0,1,0.1293,0
19.27,7,online_retail,15.6,2,0,1,0.0765,0
11.42,22,restaurant,5.2,7,0,1,0.3672,0
60.49,9,online_retail,3.8,1,0,1,0.2533,0
23.52,10,jewelry,2.1,4,0,1,0.1038,0
5.36,20,restaurant,9.1,1,0,1,0.3954,0
33.19,16,restaurant,3.5,3,0,1,0.0939,0
213.14,14,restaurant,22.6,2,0,1,0.0997,0
26.53,15,fuel,9.1,3,0,0,0.0934,0
57.82,17,restaurant,20.4,1,0,1,0.1073,0
33.64,11,atm,3.2,3,0,0,0.1097,0
35.71,22,online_retail,9.5,1,0,1,0.0595,0
50.8,21,restaurant,31.8,2,0,1,0.064,0
14.05,12,fuel,31.2,1,0,1,0.0953,0
165.91,7,restaurant,2.3,4,0,1,0.0942,0
53.54,18,grocery,4.0,5,0,0,0.1193,0
102.68,18,online_retail,2.3,3,0,1,0.0682,0
91.77,16,fuel,11.7,3,0,0,0.098,0
6.35,11,grocery,9.9,1,0,0,0.1694,0
68.84,14,restaurant,2.5,3,0,0,0.0887,0
10.72,12,online_retail,38.2,4,0,1,0.2106,0
2.37,22,online_retail,7.0,0,0,1,0.1314,0
22.03,21,fuel,5.6,1,0,1,0.2564,0
47.55,15,grocery,24.0,1,0,0,0.2931,0
27.62,12,fuel,24.0,5,0,1,0.0675,0
11.55,22,restaurant,20.2,3,0,0,0.0696,0
14.31,14,grocery,9.8,0,0,1,0.1128,0
28.96,7,grocery,1.3,0,0,1,0.2108,0
37.66,10,fuel,19.9,3,0,1,0.0718,0
29.57,7,grocery,18.2,2,0,1,0.0766,0
56.8,9,restaurant,1.6,1,0,0,0.266,0
9.28,22,restaurant,7.0,0,0,1,0.0555,0
457.82,12,online_retail,9.7,4,0,0,0.6633,1
48.38,21,grocery,6.9,1,0,0,0.1061,0
69.56,18,online_retail,1.3,0,0,1,0.0776,0
26.69,12,restaurant,0.8,3,0,1,0.1175,0
8.47,21,grocery,8.3,0,0,0,0.0607,0
13.51,14,restaurant,6.1,1,0,1,0.0978,0
38.97,15,grocery,4.2,1,0,0,0.1006,0
149.01,18,grocery,7.5,5,0,1,0.1891,0
139.89,22,restaurant,22.1,0,0,1,0.1055,0
13.41,8,restaurant,27.6,0,0,1,0.0908,0
26.4,12,grocery,1.5,4,0,1,0.1486,0
15.73,12,electronics,11.9,0,0,0,0.0913,0
33.84,15,electronics,18.6,1,0,1,0.1423,0
29.97,7,grocery,18.8,1,0,1,0.1018,0
165.99,18,grocery,5.5,2,0,1,0.0917,0
54.86,15,jewelry,6.0,0,0,1,0.0885,0
140.17,14,online_retail,6.6,1,0,1,0.0916,0
77.74,19,grocery,10.3,2,0,0,0.1108,0
43.84,12,grocery,8.6,1,0,1,0.1234,0
14.54,21,fuel,3.5,2,0,0,0.0833,0
59.11,8,online_retail,19.4,1,0,1,0.0593,0
38.55,8,fuel,42.8,2,0,1,0.0262,0
348.2,0,online_retail,127.1,5,1,1,0.9693,0
49.27,18,electronics,7.8,3,0,1,0.1278,0
15.11,8,online_retail,31.3,2,0,1,0.0519,0
36.28,21,fuel,13.6,1,0,0,0.1355,0
17.66,10,grocery,18.2,1,0,1,0.0784,0
119.72,19,fuel,5.9,0,0,1,0.087,0
16.04,20,grocery,1.7,2,0,0,0.1059,0
87.75,22,fuel,2.1,2,0,1,0.0818,0
31.17,22,grocery,9.9,2,0,0,0.0723,0
15.53,21,electronics,6.0,1,0,0,0.1427,0
97.48,0,electronics,39.8,7,1,0,0.9692,1
13.87,19,grocery,2.8,1,0,0,0.1148,0
88.22,19,restaurant,2.1,3,0,0,0.0787,0
31.25,16,travel,21.2,0,0,1,0.2228,0
20.49,16,fuel,2.2,2,0,1,0.1036,0
130.1,0,travel,304.1,9,1,0,0.9693,1
17.03,21,travel,19.4,4,0,1,0.0579,0
2.42,21,fuel,5.7,1,0,0,0.2193,0
66.74,22,restaurant,7.6,3,0,1,0.0553,0
21.6,21,electronics,22.3,3,0,0,0.0983,0
12.61,14,travel,19.7,1,0,1,0.118,0
7.98,20,electronics,15.9,1,0,1,0.1282,0
55.01,16,online_retail,3.5,0,0,1,0.0826,0
16.01,22,restaurant,64.9,1,0,1,0.0379,0
56.99,16,electronics,4.7,2,0,1,0.0919,0
86.71,13,online_retail,36.0,0,1,1,0.0589,0
84.61,18,restaurant,19.6,1,1,0,0.2044,0
39.32,12,grocery,2.0,2,0,1,0.1047,0
23.56,21,atm,9.4,0,0,1,0.1245,0
82.89,19,fuel,12.2,4,0,1,0.2474,0
204.85,18,grocery,53.4,2,0,1,0.0681,0
63.36,13,online_retail,13.2,2,0,1,0.0811,0
41.85,15,restaurant,36.8,2,0,1,0.5415,0
4.86,21,restaurant,15.9,4,0,0,0.0374,0
9.69,10,grocery,7.9,0,0,0,0.0576,0
15.47,20,grocery,14.0,0,0,1,0.1058,0
33.64,9,online_retail,20.9,1,0,1,0.0824,0
67.96,17,restaurant,24.9,1,0,0,0.1466,0
19.32,9,online_retail,3.3,4,0,0,0.195,0
40.38,17,jewelry,44.7,3,0,1,0.043,0
192.23,7,atm,6.4,1,0,0,0.0774,0
60.64,19,grocery,2.1,3,0,0,0.0892,0
14.17,22,grocery,3.5,1,0,1,0.165,0
63.78,12,fuel,8.3,0,0,1,0.0798,0
124.27,17,travel,47.6,0,0,1,0.0297,0
39.49,20,restaurant,7.9,4,0,1,0.0936,0
252.7,14,fuel,19.9,0,0,0,0.1202,0
55.61,7,electronics,1.1,1,0,1,0.2453,0
150.62,12,online_retail,10.5,1,0,0,0.0903,0
110.15,22,restaurant,8.0,2,0,0,0.084,0
19.11,21,online_retail,28.2,1,0,0,0.118,0
297.52,10,fuel,4.5,2,0,1,0.0874,0
20.97,10,restaurant,3.2,3,0,0,0.1153,0
89.96,4,online_retail,316.3,5,1,0,0.9693,1
48.08,13,grocery,3.3,2,0,1,0.1804,0
70.48,9,travel,6.9,1,0,1,0.1785,0
29.46,9,fuel,20.2,2,0,1,0.0862,0
2.77,21,restaurant,13.4,5,0,0,0.0362,0
38.07,22,fuel,9.3,2,0,1,0.0663,0
15.85,15,electronics,3.5,1,0,1,0.1031,1
19.44,20,atm,0.9,1,0,1,0.2222,0
10.54,20,atm,2.6,1,0,1,0.0842,0
76.1,12,fuel,2.0,1,0,1,0.1226,0
9.15,17,fuel,9.1,0,0,0,0.1265,0
13.72,18,grocery,0.6,2,0,0,0.0619,0
28.69,14,atm,0.4,2,0,0,0.0743,0
133.44,8,online_retail,26.2,1,0,1,0.0509,0
85.75,7,online_retail,1.8,2,0,1,0.0752,0
34.59,21,grocery,2.2,0,0,1,0.0867,0
44.68,17,fuel,8.4,1,0,0,0.1095,0
200.48,15,fuel,28.1,0,0,1,0.1677,0
70.75,18,travel,6.5,1,0,1,0.0986,0
33.41,2,atm,34.8,6,1,1,0.8065,1
16.97,10,atm,1.1,2,0,0,0.1071,0
289.49,11,grocery,22.4,0,0,0,0.1233,0
146.93,19,atm,2.7,2,0,1,0.0812,0
27.29,12,online_retail,11.8,5,0,1,0.1749,0
26.5,18,online_retail,28.9,0,0,1,0.1738,0
13.78,22,electronics,2.7,1,0,1,0.1233,0
22.91,21,grocery,3.5,1,0,1,0.173,0
38.9,10,grocery,25.3,0,0,1,0.0705,0
20.52,9,atm,4.9,2,0,1,0.1381,0
112.47,10,fuel,9.0,1,0,0,0.078,0
26.94,9,restaurant,1.2,1,0,1,0.228,0
78.19,15,restaurant,5.8,1,0,1,0.1083,0
365.07,15,online_retail,911.5,3,0,0,0.9663,1
35.08,10,atm,19.6,2,0,1,0.0718,0
1309.11,23,online_retail,79.8,9,0,0,0.9697,1
39.13,8,online_retail,5.1,0,0,0,0.1603,0
142.5,12,restaurant,6.3,4,0,1,0.126,0
38.85,7,grocery,0.1,3,0,1,0.0666,1
24.69,11,grocery,7.0,2,0,0,0.1155,0
29.5,9,grocery,23.2,1,0,0,0.0745,0
360.94,3,jewelry,200.4,4,1,0,0.9699,1
64.51,21,restaurant,6.1,0,0,0,0.081,0
50.71,7,restaurant,8.7,0,0,1,0.1321,0
82.67,15,online_retail,20.9,1,0,1,0.0915,0
47.05,15,atm,11.1,1,0,1,0.1299,0
703.82,19,fuel,1.8,4,0,0,0.1112,0
103.95,9,restaurant,22.0,1,0,1,0.0502,0
20.06,17,grocery,4.5,1,0,1,0.2341,0
46.56,20,grocery,5.6,1,0,1,0.144,0
111.53,21,restaurant,17.1,3,0,1,0.107,0
31.37,13,grocery,6.9,1,0,1,0.1225,0
25.94,14,atm,16.4,0,0,1,0.1115,0
41.49,8,fuel,0.6,1,1,1,0.2265,0
388.11,10,electronics,14.9,0,0,1,0.1833,0
11.71,10,grocery,29.6,2,0,1,0.0656,0
107.31,15,fuel,19.1,2,0,1,0.0872,0
16.33,13,online_retail,1.0,1,0,1,0.0972,0
20.36,12,restaurant,0.8,3,0,0,0.1212,0
209.04,0,travel,110.8,8,0,0,0.9693,1
19.81,20,fuel,27.2,2,0,1,0.1008,0
62.67,21,grocery,0.8,1,0,1,0.107,0
27.83,22,online_retail,3.0,1,0,0,0.0707,0
34.4,21,travel,17.7,2,0,1,0.0707,0
14.6,13,grocery,4.6,4,0,0,0.0809,0
126.63,16,restaurant,6.1,0,0,1,0.0905,0
87.91,16,online_retail,1.6,2,0,0,0.0763,0
24.44,21,restaurant,0.1,3,0,0,0.0646,0
74.17,21,atm,9.5,1,0,0,0.0878,0
19.98,13,grocery,0.7,1,0,1,0.1741,0
13.2,8,grocery,2.2,2,0,1,0.1449,0
211.31,0,travel,567.1,7,1,0,0.9693,1
279.12,23,atm,567.0,7,0,0,0.9682,1
84.22,14,online_retail,0.2,4,0,1,0.1659,0
54.12,11,restaurant,14.9,2,0,1,0.0678,0
6.55,16,grocery,0.2,2,0,1,0.1085,0
18.88,11,restaurant,2.7,1,0,1,0.1381,0
5.22,22,online_retail,17.0,3,0,1,0.0538,0
3.48,7,fuel,3.3,3,0,1,0.2179,0
34.77,7,restaurant,15.5,1,0,0,0.0835,0
160.69,17,travel,3.6,1,0,1,0.0932,0
189.32,4,atm,118.3,4,0,0,0.9699,1
61.67,8,restaurant,15.1,4,0,1,0.0621,0
63.57,12,fuel,7.3,0,0,0,0.092,0
13.6,14,grocery,6.3,1,0,1,0.0978,0
46.46,19,restaurant,6.9,1,0,1,0.1361,0
161.29,21,grocery,8.5,5,0,1,0.2549,1
15.76,12,restaurant,23.7,1,0,1,0.1331,0
56.98,11,grocery,5.8,1,0,1,0.1014,0
221.03,13,grocery,2.3,2,0,1,0.0904,0
34.61,17,electronics,12.1,2,0,1,0.1129,0
137.15,19,atm,8.6,0,1,0,0.0686,0
883.53,22,online_retail,1.2,5,0,0,0.9194,1
30.24,15,grocery,8.9,1,0,1,0.1175,0
121.69,22,online_retail,12.0,0,0,1,0.1044,0
24.64,7,electronics,7.5,1,0,1,0.2339,0
27.08,16,fuel,5.7,5,0,0,0.0796,0
10.01,19,restaurant,17.1,2,0,0,0.0782,0
312.93,2,jewelry,100.1,3,0,0,0.9695,1
22.37,22,online_retail,18.3,1,0,1,0.0779,0
18.73,20,grocery,13.6,1,0,0,0.1001,0
26.09,21,online_retail,1.1,1,0,1,0.1066,0
13.44,16,online_retail,14.5,1,0,1,0.1343,0
138.17,15,restaurant,6.6,4,0,0,0.151,0
55.14,20,restaurant,1.5,0,0,0,0.09,0
14.73,14,grocery,17.0,4,0,1,0.0827,0
321.98,12,grocery,31.9,1,0,1,0.3591,0
5.82,21,grocery,4.8,1,0,1,0.2476,0
14.51,22,restaurant,10.3,2,0,0,0.0645,0
162.49,13,online_retail,5.7,0,0,1,0.0904,0
107.23,9,fuel,23.2,0,0,1,0.0923,0
70.17,9,restaurant,5.8,1,0,1,0.1776,0
191.0,10,electronics,16.6,2,0,1,0.0745,0
49.8,8,grocery,8.2,2,0,1,0.0889,0
22.31,22,atm,17.9,0,0,1,0.0783,0
51.08,21,grocery,8.6,3,0,1,0.3016,0
22.89,8,online_retail,0.5,1,0,1,0.0943,0
102.01,17,atm,6.7,2,0,0,0.0833,0
286.18,9,grocery,1.0,1,0,1,0.0932,0
12.02,15,online_retail,3.7,1,0,1,0.0825,0
59.29,8,travel,4.8,2,0,1,0.1345,0
16.29,10,jewelry,42.7,4,0,1,0.0748,0
182.24,18,fuel,27.8,0,0,1,0.199,0
25.54,17,online_retail,7.2,2,0,1,0.1061,0
11.39,9,grocery,2.7,0,0,1,0.1323,0
37.18,22,restaurant,5.8,3,0,1,0.0793,0
111.32,14,grocery,1.6,3,0,1,0.0758,0
129.2,14,restaurant,4.9,2,0,1,0.086,0
31.55,9,grocery,0.3,1,0,0,0.1145,0
23.91,11,grocery,5.1,0,0,1,0.1128,0
159.61,17,grocery,13.8,2,0,0,0.0883,0
21.49,8,online_retail,10.1,3,0,1,0.0918,0
21.43,9,grocery,7.5,2,1,1,0.2175,0
79.61,20,restaurant,4.6,2,0,0,0.1109,0
84.45,9,restaurant,7.6,0,0,0,0.1609,0
16.19,10,online_retail,3.8,2,0,0,0.0987,0
42.62,19,restaurant,3.1,0,0,0,0.1116,0
