amount,hour,category,distance_from_home_km,txns_last_24h,is_foreign,card_present,is_fraud
18.6,22,atm,6.1,1,0,1,0
75.77,8,atm,1.9,1,0,1,0
23.84,12,fuel,5.8,0,0,1,0
29.31,9,atm,12.1,0,0,0,0
55.0,21,restaurant,4.5,2,0,1,0
39.83,13,restaurant,29.7,0,0,1,0
158.07,18,grocery,57.5,0,0,1,0
23.51,21,fuel,14.9,2,0,1,0
93.9,16,grocery,2.5,2,0,1,0
29.31,9,online_retail,6.3,0,0,1,0
41.65,18,grocery,18.0,1,0,1,0
210.18,16,online_retail,0.2,1,0,0,0
80.95,19,online_retail,21.0,1,0,1,0
20.7,11,grocery,8.9,1,0,0,0
4.34,21,grocery,22.7,5,0,0,0
15.86,13,restaurant,36.0,4,0,1,0
23.37,10,grocery,2.4,1,0,1,0
18.89,8,online_retail,8.9,2,0,1,0
47.1,21,grocery,3.6,3,0,0,0
55.0,7,electronics,3.9,0,0,1,0
29.94,21,travel,27.2,2,0,1,0
171.49,17,grocery,21.7,0,0,1,0
99.99,21,grocery,9.9,3,0,1,0
18.84,17,grocery,3.6,1,1,1,0
21.99,18,atm,42.4,0,0,1,0
16.56,19,restaurant,10.8,1,0,1,0
79.29,9,restaurant,8.9,0,0,1,0
67.93,18,restaurant,6.8,1,0,1,0
115.22,15,restaurant,29.5,2,0,0,0
3.39,20,fuel,5.9,0,0,1,0
60.14,20,electronics,1.5,1,0,1,0
344.97,9,grocery,11.3,1,0,1,0
24.8,8,travel,4.9,2,0,1,0
76.63,17,grocery,38.7,1,0,0,0
312.43,7,atm,10.1,5,0,1,0
49.82,20,restaurant,4.5,2,0,1,0
91.62,12,restaurant,31.9,1,0,0,0
304.91,16,fuel,8.2,2,0,0,0
49.6,14,grocery,9.0,1,0,0,0
28.53,18,fuel,5.8,3,0,1,0
25.45,10,restaurant,26.5,2,0,1,0
63.03,20,restaurant,66.8,1,0,1,0
45.13,19,fuel,39.8,1,0,1,0
28.62,17,grocery,14.7,0,0,0,0
1111.38,11,grocery,6.3,1,0,1,0
22.87,9,online_retail,9.5,3,0,0,0
6.74,12,grocery,6.0,4,0,0,0
110.45,12,restaurant,16.6,2,0,1,0
56.0,8,restaurant,10.6,3,0,1,0
17.29,13,travel,2.6,2,0,1,0
18.75,8,online_retail,5.0,0,0,1,0
21.65,14,restaurant,2.6,3,0,1,0
7.9,14,restaurant,3.9,1,0,1,0
32.51,17,grocery,7.1,1,0,0,0
29.57,12,grocery,0.3,2,0,1,0
106.93,14,grocery,3.8,1,0,1,0
257.2,13,grocery,14.0,1,0,1,0
72.16,7,online_retail,16.8,1,0,1,0
24.77,12,restaurant,52.7,3,0,1,0
20.03,9,grocery,6.4,3,1,1,0
130.23,20,restaurant,2.6,2,0,1,0
38.08,21,restaurant,20.5,0,0,1,0
27.33,8,grocery,15.3,1,0,1,0
6.64,16,fuel,12.1,1,0,0,0
74.23,21,online_retail,28.7,1,0,0,0
51.19,18,electronics,2.7,1,0,1,0
67.8,16,grocery,14.5,2,0,1,0
15.59,10,atm,27.4,2,0,1,0
71.37,17,online_retail,12.8,2,0,0,0
58.06,8,restaurant,4.5,3,0,0,0
31.47,22,online_retail,15.7,2,1,0,0
27.32,16,grocery,29.0,0,0,1,0
38.12,10,grocery,1.9,1,0,1,0
103.82,13,restaurant,1.0,2,0,1,0
22.07,12,atm,47.9,0,0,1,0
23.91,9,grocery,1.0,2,0,0,0
20.97,18,electronics,39.7,2,0,1,0
239.58,22,online_retail,19.3,1,0,1,0
8.35,9,electronics,7.1,2,0,1,0
35.46,11,grocery,7.0,1,0,1,0
26.18,14,online_retail,3.2,3,0,1,0
9.25,21,electronics,8.4,0,0,1,0
34.85,8,atm,33.7,1,0,1,0
1.4,18,travel,7.9,0,0,0,0
12.04,22,atm,1.9,2,0,1,0
12.59,10,grocery,11.6,0,0,0,0
17.95,22,fuel,5.6,2,0,1,0
34.9,14,travel,25.5,1,0,1,0
39.97,14,grocery,6.8,2,0,1,0
16.57,9,restaurant,8.0,0,0,0,0
309.98,16,grocery,49.7,2,0,1,0
7.84,19,online_retail,0.1,1,0,0,0
194.85,13,fuel,1.1,1,0,1,0
150.08,12,restaurant,11.0,3,0,0,0
25.15,21,restaurant,16.7,0,0,1,0
92.21,22,online_retail,0.5,0,0,1,0
17.64,18,grocery,3.9,2,0,1,0
113.38,12,fuel,6.6,2,0,1,0
27.19,16,grocery,24.1,1,0,1,0
22.09,20,online_retail,25.6,2,0,1,0
38.42,22,fuel,3.4,2,1,1,0
8.98,13,electronics,4.9,2,0,1,0
35.75,10,grocery,7.0,0,0,1,0
65.95,22,electronics,0.2,0,0,1,0
22.91,21,grocery,3.5,1,0,1,0
244.51,18,grocery,22.0,2,0,1,0
11.53,17,grocery,39.7,3,0,1,0
14.82,8,grocery,18.4,5,0,1,0
52.84,16,online_retail,11.0,1,0,0,0
18.35,11,grocery,21.9,3,0,1,0
12.48,7,atm,8.4,0,0,1,0
22.51,12,fuel,11.6,0,0,1,0
57.22,13,electronics,1.6,3,0,1,0
143.97,22,restaurant,54.6,1,0,1,0
59.64,16,restaurant,3.7,1,0,1,0
5.72,18,electronics,15.9,0,0,0,0
21.73,11,grocery,12.1,0,0,1,0
20.15,7,restaurant,3.6,0,0,1,0
47.67,8,restaurant,8.5,4,0,1,0
40.13,10,fuel,4.5,0,0,1,0
291.54,12,atm,86.3,9,0,0,1
16.16,14,atm,34.7,1,0,0,0
72.05,13,fuel,2.2,0,0,1,0
132.89,20,atm,9.8,2,0,1,0
25.91,15,online_retail,15.0,1,0,1,0
118.72,17,grocery,18.5,0,0,1,0
31.85,13,restaurant,6.1,1,0,0,0
57.67,16,grocery,0.4,2,0,1,0
126.76,15,online_retail,4.4,1,0,1,0
55.82,21,atm,0.8,0,0,1,0
271.76,15,grocery,3.4,1,0,1,0
8.88,18,fuel,23.1,1,0,1,0
16.32,21,travel,6.3,1,0,1,0
16.73,8,fuel,11.0,0,0,1,0
20.78,15,grocery,45.2,0,0,1,0
103.14,8,restaurant,12.4,0,0,1,0
53.05,19,grocery,16.0,1,1,1,0
48.39,20,restaurant,15.9,1,0,1,0
19.8,19,restaurant,5.0,3,0,1,0
124.15,18,atm,30.0,0,0,1,0
64.88,14,online_retail,0.1,2,0,1,0
14.77,10,grocery,16.9,2,0,0,0
3.9,14,restaurant,2.3,1,0,1,0
103.74,15,grocery,1.3,1,0,1,0
59.6,13,restaurant,11.5,3,0,0,0
16.39,15,restaurant,16.8,1,0,1,0
25.76,15,fuel,15.9,0,0,0,0
52.83,15,online_retail,18.6,2,0,1,0
29.12,7,grocery,1.6,2,0,0,0
481.2,8,restaurant,5.0,1,0,0,0
24.13,13,grocery,48.1,2,0,1,0
63.34,13,electronics,10.1,0,0,1,0
24.48,8,grocery,6.2,0,0,1,0
19.23,8,grocery,13.0,3,0,0,0
39.27,20,online_retail,10.9,2,0,1,0
34.41,8,grocery,5.4,1,0,0,0
21.71,14,restaurant,15.5,1,0,1,0
56.64,15,fuel,5.0,1,0,0,0
16.54,14,fuel,10.1,4,0,0,0
8.8,21,restaurant,1.1,0,0,1,0
24.5,20,atm,26.4,1,0,1,0
55.59,17,fuel,34.0,0,0,0,0
25.02,19,online_retail,1.2,2,0,1,0
6.74,22,online_retail,48.7,2,0,0,0
12.35,9,restaurant,20.2,0,0,0,0
77.98,18,restaurant,23.4,0,0,1,0
57.61,9,grocery,19.3,2,0,1,0
38.61,14,online_retail,14.3,2,0,1,0
22.57,13,restaurant,29.7,2,0,1,0
33.94,7,atm,12.1,1,0,1,0
13.6,17,restaurant,21.9,2,0,0,0
323.35,8,travel,3.7,3,0,1,0
19.58,10,grocery,17.0,2,0,1,0
56.98,11,grocery,5.8,1,0,1,0
260.07,21,restaurant,6.8,1,0,1,0
40.83,22,grocery,14.5,0,0,1,0
292.88,20,online_retail,43.7,3,0,1,0
31.79,14,restaurant,0.3,0,0,1,0
311.53,11,restaurant,24.4,0,0,1,0
25.36,21,fuel,6.7,2,0,1,0
29.75,11,grocery,2.0,2,0,1,0
96.5,15,restaurant,32.9,4,0,1,0
13.22,10,fuel,7.7,0,0,0,0
99.87,4,atm,142.1,5,0,0,1
5.73,21,grocery,5.7,0,0,1,0
41.55,17,online_retail,9.2,2,0,1,0
61.79,20,grocery,8.8,1,0,0,0
17.93,13,grocery,7.8,1,0,0,0
18.89,13,travel,53.5,2,0,1,0
69.58,16,jewelry,2.7,1,0,1,0
13.66,21,online_retail,4.2,4,0,1,0
17.29,12,grocery,9.8,0,0,1,0
15.31,21,restaurant,20.1,1,0,0,0
19.96,19,restaurant,14.9,5,0,1,0
343.12,7,fuel,17.0,1,0,0,0
70.05,22,grocery,13.0,1,0,1,0
46.55,8,grocery,17.4,0,0,1,0
60.75,9,grocery,9.8,1,0,0,0
22.27,20,atm,54.3,1,0,1,0
10.26,22,atm,0.6,2,0,1,0
31.28,22,grocery,4.1,1,0,0,0
152.48,9,grocery,26.9,1,0,1,0
87.66,9,grocery,30.5,0,0,1,0
12.22,8,atm,6.4,1,0,1,0
38.45,21,online_retail,37.1,1,0,0,0
48.81,8,online_retail,26.2,2,0,1,0
19.78,9,travel,43.6,0,0,0,0
64.77,15,fuel,8.9,0,0,1,0
105.07,11,restaurant,2.3,2,0,1,0
7.81,19,restaurant,19.5,1,0,1,0
124.42,18,restaurant,7.4,3,0,1,0
19.38,16,fuel,7.4,0,0,1,0
22.49,12,online_retail,0.3,1,0,1,0
305.22,10,online_retail,9.7,3,0,1,0
32.46,16,restaurant,7.4,1,0,1,0
52.12,9,fuel,3.9,2,0,0,0
30.82,12,fuel,15.4,0,0,1,0
6.98,9,travel,19.5,0,0,1,0
264.12,9,fuel,24.0,1,0,1,0
8.0,9,fuel,2.7,1,0,1,0
107.54,12,grocery,4.9,3,0,1,0
14.73,17,restaurant,12.4,0,0,1,0
36.89,11,grocery,7.0,2,0,1,0
73.87,8,restaurant,6.0,2,0,1,0
61.92,18,fuel,16.7,2,0,0,0
31.28,15,grocery,19.0,1,0,0,0
5.61,22,grocery,0.1,2,0,0,0
35.7,14,restaurant,3.1,2,0,1,0
35.13,13,grocery,0.2,2,0,1,0
144.38,11,restaurant,18.5,2,0,0,0
307.81,16,grocery,18.2,2,0,0,0
28.82,13,fuel,26.5,2,0,0,0
67.9,12,electronics,16.8,3,0,1,0
12.74,8,grocery,21.7,0,0,1,0
15.4,16,grocery,6.7,2,0,1,0
45.8,11,grocery,12.7,1,0,1,0
85.86,14,online_retail,17.3,2,0,1,0
3.92,9,grocery,35.8,1,0,1,0
70.01,12,grocery,13.4,1,0,1,0
56.02,11,grocery,21.9,2,0,1,0
44.85,11,electronics,0.6,0,0,1,0
27.65,16,fuel,2.2,1,0,1,0
28.86,17,jewelry,18.6,1,0,1,0
21.25,7,fuel,14.9,1,0,1,0
8.73,20,restaurant,3.3,3,0,1,0
67.97,15,restaurant,21.3,2,0,1,0
110.61,13,atm,11.0,1,0,0,0
17.12,17,online_retail,5.3,4,0,0,0
71.22,10,grocery,40.8,2,0,1,0
14.34,18,grocery,16.5,3,0,1,0
90.42,22,atm,249.2,7,1,0,0
27.67,8,grocery,0.1,2,0,0,0
105.63,18,grocery,4.1,2,0,1,0
38.45,16,online_retail,6.8,1,0,1,0
33.43,11,atm,3.0,1,0,1,0
68.15,16,fuel,15.4,3,0,1,0
60.48,17,grocery,0.5,2,0,0,0
42.63,12,atm,0.3,2,0,1,0
87.11,17,online_retail,5.6,0,0,1,0
25.92,16,atm,7.0,0,0,0,0
23.87,9,restaurant,19.8,0,0,1,0
22.74,14,grocery,7.4,2,0,1,0
31.21,14,travel,12.7,0,0,1,0
190.89,1,atm,246.9,10,0,0,0
93.08,15,online_retail,4.8,2,0,1,0
56.28,18,online_retail,9.2,3,0,1,0
11.56,15,grocery,1.4,1,0,1,0
489.34,12,online_retail,19.5,6,1,1,0
6.34,22,online_retail,0.2,1,0,1,0
80.09,20,restaurant,16.0,5,0,1,0
22.6,9,restaurant,5.1,0,0,1,0
59.1,12,grocery,9.4,4,0,0,0
19.71,11,electronics,4.9,1,0,1,0
24.25,20,atm,33.6,3,0,1,0
30.72,11,grocery,37.6,2,0,1,0
3.21,9,online_retail,20.7,3,0,0,0
90.76,13,atm,2.1,0,0,0,0
24.01,12,restaurant,32.9,1,0,0,0
12.79,22,electronics,8.3,1,0,1,0
59.11,8,online_retail,19.4,1,0,1,0
28.26,21,fuel,1.9,1,0,1,0
40.67,22,grocery,8.3,1,0,0,0
29.05,8,atm,0.2,3,0,0,0
231.45,21,fuel,74.0,0,0,0,0
92.49,12,restaurant,17.9,2,0,1,0
36.33,18,atm,0.6,0,0,1,0
19.03,21,grocery,43.2,2,0,1,0
9.34,12,online_retail,0.2,4,0,0,0
9.55,8,restaurant,13.8,3,0,0,0
27.04,19,online_retail,0.9,1,0,1,0
24.5,13,restaurant,22.7,1,0,1,0
14.35,21,electronics,3.6,1,0,1,0
26.29,17,grocery,10.7,1,0,0,0
22.95,14,electronics,13.3,0,0,0,0
119.32,7,online_retail,9.9,2,0,1,0
62.78,12,electronics,39.6,0,0,0,0
40.63,15,grocery,28.8,3,0,1,0
38.35,21,restaurant,59.1,0,0,1,0
162.33,7,online_retail,19.7,3,0,1,0
30.93,13,atm,17.0,2,0,1,0
55.77,16,grocery,14.9,0,0,1,0
30.18,15,fuel,2.4,2,0,1,0
37.65,22,electronics,12.1,1,0,1,0
17.49,10,electronics,19.1,2,0,1,0
13.19,11,grocery,0.3,3,0,1,0
12.8,12,atm,15.9,2,0,1,0
16.14,9,atm,31.2,1,0,1,0
31.47,15,fuel,18.8,0,0,0,0
22.6,10,grocery,11.3,3,0,0,0
6.87,16,online_retail,4.8,0,0,1,0
69.3,20,online_retail,14.9,1,0,1,0
17.26,22,grocery,25.0,0,0,0,0
55.56,18,electronics,9.5,1,0,1,0
32.57,16,electronics,12.9,0,0,0,0
67.65,11,restaurant,0.6,1,0,1,0
8.91,12,electronics,3.8,2,0,1,0
45.58,15,atm,0.1,0,1,1,0
3.52,17,restaurant,4.5,2,0,1,0
278.19,9,grocery,4.3,4,0,0,0
56.76,13,grocery,1.1,2,0,0,0
42.08,13,restaurant,8.4,0,0,1,0
258.28,15,online_retail,29.0,5,1,1,1
19.2,20,grocery,11.2,4,0,1,0
38.82,19,restaurant,22.0,0,0,0,0
116.35,7,online_retail,2.5,3,0,1,0
110.07,1,atm,43.0,5,1,0,0
74.69,8,atm,7.1,0,0,0,0
68.45,13,grocery,6.3,2,0,1,0
228.48,12,electronics,235.8,6,0,0,0
40.18,14,fuel,18.6,4,0,1,0
37.11,19,grocery,4.6,1,0,1,0
60.47,7,grocery,39.8,3,0,0,0
13.01,18,online_retail,8.5,1,0,0,0
128.61,17,atm,0.7,2,0,1,0
13.62,19,restaurant,1.7,2,0,0,0
38.77,21,fuel,16.0,2,0,1,0
35.16,18,grocery,2.3,1,0,0,0
79.06,17,atm,2.8,0,0,1,0
33.98,18,fuel,6.8,2,0,0,0
11.54,22,atm,7.1,1,0,0,0
179.77,12,restaurant,7.6,3,0,1,0
4.74,8,online_retail,7.7,3,0,0,0
49.74,8,grocery,3.0,2,0,1,0
30.44,11,travel,12.8,1,0,0,0
87.31,14,online_retail,2.3,1,0,1,0
25.56,9,online_retail,16.5,2,0,1,0
38.75,19,restaurant,26.3,3,0,1,0
145.96,13,grocery,8.6,2,0,1,0
63.72,10,restaurant,17.5,1,0,1,0
57.76,16,online_retail,8.5,2,0,1,0
273.56,1,electronics,266.0,5,0,0,1
35.29,16,grocery,4.2,0,0,0,0
16.66,22,grocery,2.9,3,0,0,0
60.2,17,travel,11.0,3,0,1,0
39.47,15,fuel,0.4,2,1,0,0
134.59,15,online_retail,18.3,1,0,1,0
127.13,9,online_retail,12.1,0,0,1,0
35.13,13,electronics,0.8,0,0,0,0
86.2,20,restaurant,18.2,2,0,1,0
121.31,14,restaurant,0.0,3,0,1,0
28.93,22,atm,15.1,0,0,1,0
26.11,7,grocery,22.3,2,0,1,0
28.24,22,grocery,8.6,2,0,0,0
27.04,8,travel,14.8,1,0,0,0
13.81,13,restaurant,47.9,1,0,1,0
13.59,15,atm,13.7,1,0,1,0
38.39,9,grocery,9.4,1,0,1,0
54.94,22,fuel,10.8,0,0,1,0
99.35,13,restaurant,11.3,1,0,1,0
8.7,14,restaurant,8.1,2,0,1,0
35.64,14,grocery,2.5,2,0,1,0
21.01,8,grocery,5.8,3,0,1,0
60.32,11,online_retail,12.0,1,0,1,0
21.32,12,restaurant,18.1,2,0,1,0
23.39,14,grocery,5.4,1,0,1,0
75.68,16,online_retail,13.9,0,0,1,0
282.25,19,restaurant,12.2,3,0,0,0
27.6,8,restaurant,82.7,1,0,1,0
38.13,16,online_retail,5.8,2,0,0,0
4.87,22,online_retail,3.6,0,0,1,0
27.85,16,online_retail,3.8,0,0,1,0
27.84,11,restaurant,1.2,1,0,1,0
100.83,16,electronics,10.8,0,0,0,0
20.33,14,restaurant,2.4,4,0,0,0
55.43,7,grocery,21.8,0,0,1,0
15.78,14,travel,11.3,0,0,1,0
86.73,22,online_retail,13.3,1,0,0,0
90.29,7,fuel,11.0,2,0,1,0
37.0,8,fuel,42.7,2,0,1,0
105.23,7,electronics,23.2,4,0,0,0
40.55,21,atm,1.6,4,0,1,0
93.51,10,fuel,27.7,2,0,1,0
8.7,8,grocery,16.8,2,0,1,0
59.4,17,grocery,0.5,1,0,1,0
21.36,16,atm,19.0,2,0,1,0
32.29,13,fuel,2.1,1,0,1,0
304.99,19,electronics,13.1,2,0,0,0
596.01,4,atm,68.4,5,1,1,1
60.27,14,fuel,6.7,2,0,1,0
18.2,15,atm,19.0,2,0,0,0
25.72,19,restaurant,6.4,4,0,0,0
47.27,17,grocery,2.4,1,1,1,0
69.47,16,atm,26.4,2,0,1,0
31.43,13,grocery,0.6,1,0,1,0
31.37,10,grocery,2.6,4,0,1,0
7.97,9,electronics,1.5,1,0,1,0
5.62,21,restaurant,35.4,1,0,1,0
29.42,8,online_retail,3.0,1,0,1,0
87.65,20,jewelry,10.6,2,0,1,0
34.09,11,grocery,3.5,0,0,1,0
44.78,19,grocery,61.4,2,0,1,0
26.21,22,fuel,1.3,0,0,0,0
5.82,10,atm,6.3,0,0,0,0
34.25,9,restaurant,39.2,3,0,1,0
52.72,7,online_retail,29.7,2,0,1,0
65.78,18,grocery,5.3,1,1,1,0
47.5,17,online_retail,13.6,2,0,1,0
25.37,17,grocery,10.8,0,0,1,0
7.37,8,restaurant,12.2,3,0,1,0
27.51,7,online_retail,10.2,1,0,1,0
18.21,20,electronics,10.5,0,1,0,0
133.53,14,atm,0.0,2,0,0,0
3.5,21,atm,2.4,1,0,1,0
11.54,13,travel,12.8,3,0,1,0
39.82,15,restaurant,11.4,0,0,1,0
73.99,11,fuel,5.2,3,0,1,0
8.69,9,grocery,4.7,1,0,1,0
19.27,21,atm,3.0,2,0,0,0
8.56,9,restaurant,4.2,1,0,0,0
26.39,9,grocery,10.3,1,0,1,0
47.38,17,electronics,5.5,1,0,1,0
30.4,20,online_retail,44.0,1,0,1,0
179.35,8,electronics,7.9,0,0,0,0
29.67,18,restaurant,13.5,0,0,0,0
32.53,12,restaurant,20.3,0,0,0,0
59.5,22,restaurant,5.7,3,0,1,0
11.18,8,restaurant,24.1,2,0,0,0
38.74,14,atm,2.7,1,0,1,0
11.94,21,restaurant,15.5,0,0,1,0
22.21,11,atm,1.1,1,0,0,0
46.17,11,restaurant,3.4,2,0,0,0
27.47,21,grocery,0.6,2,0,1,0
51.49,20,restaurant,8.5,4,0,1,0
62.89,15,restaurant,29.2,1,0,1,0
9.35,21,restaurant,43.5,0,0,1,0
46.07,9,grocery,2.2,0,0,0,0
155.78,11,grocery,1.5,0,0,1,0
52.82,22,fuel,12.7,1,0,1,0
16.45,10,fuel,2.1,2,0,1,0
41.43,19,electronics,5.1,2,0,1,0
40.35,10,grocery,6.3,2,0,0,0
34.94,7,atm,12.6,1,0,1,0
45.37,20,grocery,11.8,3,0,1,0
96.79,16,fuel,2.9,1,0,1,0
71.33,22,atm,25.6,0,0,1,0
24.06,19,restaurant,10.7,1,0,1,0
38.5,16,travel,14.3,1,0,1,0
169.45,12,online_retail,10.4,3,0,1,0
168.65,13,electronics,0.1,0,0,0,0
44.64,18,restaurant,0.1,2,0,1,0
26.25,22,electronics,3.7,2,0,1,0
21.56,9,online_retail,6.1,0,0,0,0
44.24,22,grocery,2.7,2,0,1,0
89.57,12,online_retail,5.9,0,0,1,0
73.31,10,grocery,0.3,1,0,1,0
25.58,13,restaurant,8.4,1,0,0,0
16.12,16,online_retail,22.8,4,0,1,0
77.12,14,grocery,10.5,0,0,1,0
18.09,16,grocery,9.4,1,0,1,0
73.38,11,restaurant,11.0,3,0,1,0
73.5,17,online_retail,13.7,1,0,1,0
15.77,12,restaurant,2.7,1,0,1,0
56.2,20,travel,7.1,3,0,0,0
41.96,10,grocery,15.2,2,0,1,0
88.01,21,grocery,3.0,2,0,1,0
188.74,2,atm,271.0,9,1,0,0
521.66,17,online_retail,9.6,1,0,1,0
5.13,9,online_retail,1.8,5,0,1,0
1522.04,17,fuel,25.0,1,0,0,0
29.45,15,online_retail,8.0,1,0,1,0
8.63,16,electronics,4.4,2,0,1,0
19.62,9,fuel,18.2,0,0,1,0
54.79,22,restaurant,5.7,2,0,1,0
2.08,10,online_retail,27.5,1,0,0,0
67.04,17,restaurant,18.5,2,0,1,0
61.09,8,grocery,2.1,0,0,0,0
101.83,14,atm,4.1,1,0,1,0
12.63,7,online_retail,31.5,0,0,0,0
27.55,22,atm,12.8,3,0,1,0
159.23,21,grocery,2.4,3,0,1,0
15.14,19,grocery,6.8,1,0,1,0
44.64,15,travel,19.8,0,0,1,0
7.4,12,restaurant,4.2,1,0,1,0
70.05,14,grocery,3.1,8,0,1,0
118.16,15,atm,10.9,2,0,1,0
28.58,9,grocery,40.3,1,0,1,0
35.14,19,restaurant,5.3,1,0,1,0
48.87,12,atm,20.4,1,0,0,0
82.38,15,atm,20.8,1,1,0,0
20.32,18,electronics,7.9,2,0,1,0
48.96,9,grocery,2.5,2,0,1,0
64.7,11,jewelry,3.1,0,0,1,0
86.56,17,fuel,17.5,2,0,0,0
36.81,15,atm,29.1,2,0,1,0
67.29,10,restaurant,0.4,0,0,1,0
7.1,12,atm,28.3,0,0,1,0
131.48,16,fuel,1.7,1,1,1,0
146.23,20,online_retail,8.1,2,0,1,0
20.85,12,restaurant,0.8,0,0,1,0
12.0,8,jewelry,2.9,3,0,1,0
4.71,16,restaurant,15.8,3,0,1,0
32.72,17,grocery,0.7,1,0,1,0
21.52,16,grocery,10.1,0,1,1,0
63.39,22,atm,103.2,9,0,0,1
29.37,9,restaurant,4.8,2,0,1,0
10.05,17,fuel,4.7,2,0,0,0
96.75,17,grocery,6.6,5,0,0,0
118.21,17,online_retail,1.4,2,0,1,0
90.51,9,restaurant,6.3,1,0,1,0
21.58,7,online_retail,6.1,2,0,0,0
50.34,16,fuel,4.4,0,0,0,0
36.36,19,grocery,3.8,1,1,1,0
179.0,17,grocery,4.4,2,0,0,0
6.56,16,travel,1.4,2,0,1,0
13.41,8,restaurant,27.6,0,0,1,0
49.67,11,fuel,1.4,0,0,1,0
69.06,7,grocery,87.2,1,0,0,0
41.43,17,restaurant,5.5,1,0,1,0
32.92,22,grocery,28.7,1,0,1,0
109.88,19,online_retail,23.5,1,0,0,0
96.87,9,restaurant,12.3,2,0,1,0
70.61,8,electronics,8.3,1,1,1,0
135.19,21,restaurant,10.9,2,0,1,1
17.79,7,fuel,27.6,1,0,1,0
54.52,17,online_retail,4.2,1,0,0,0
34.12,7,travel,29.9,2,1,0,0
9.9,21,online_retail,5.9,2,0,1,0
62.17,16,atm,6.4,1,0,1,0
67.04,12,electronics,2.4,1,0,1,0
47.23,21,grocery,5.7,1,0,1,0
29.19,15,online_retail,9.0,0,0,1,0
10.29,10,atm,0.8,2,0,1,0
44.43,16,grocery,0.2,3,1,1,0
585.46,23,jewelry,307.9,4,1,0,1
30.16,9,fuel,1.0,0,0,1,0
13.78,13,grocery,3.9,2,0,1,0
161.48,8,fuel,10.9,1,0,1,0
37.21,13,restaurant,2.9,1,0,0,0
154.48,15,grocery,4.1,1,0,1,0
3.5,17,grocery,11.7,1,0,1,0
41.42,12,electronics,5.3,1,0,1,0
212.79,16,restaurant,1.4,2,0,0,0
29.31,17,restaurant,43.9,0,0,1,0
18.36,21,fuel,8.3,2,0,1,0
9.74,22,grocery,2.6,1,0,1,0
82.49,17,grocery,10.5,3,0,1,0
26.02,16,atm,12.3,1,0,1,0
27.75,12,online_retail,71.3,1,0,1,0
164.77,17,travel,1.2,4,0,0,0
50.16,11,fuel,1.3,3,0,1,0
14.83,10,travel,9.7,2,0,1,0
59.62,18,restaurant,11.8,5,0,0,0
12.48,18,restaurant,27.7,1,0,0,0
14.53,15,restaurant,8.9,1,0,1,0
10.4,14,grocery,7.3,0,0,1,0
663.04,9,restaurant,4.5,2,0,1,0
23.01,10,grocery,5.1,0,0,0,0
20.83,7,online_retail,41.9,4,0,1,0
51.57,22,electronics,1.9,2,0,0,0
230.38,22,restaurant,8.1,0,0,1,0
12.24,8,online_retail,0.1,1,0,0,0
6.19,18,restaurant,4.4,1,0,1,0
170.55,14,grocery,5.7,3,0,0,0
70.31,19,online_retail,12.1,4,0,1,0
30.8,19,electronics,16.9,0,0,0,0
45.45,13,online_retail,4.1,3,0,1,0
1.82,14,online_retail,0.7,2,0,1,0
23.53,15,grocery,11.6,3,0,1,0
39.04,16,atm,15.3,1,0,1,0
72.55,9,online_retail,12.8,1,0,0,0
17.72,18,restaurant,8.0,3,0,1,0
167.47,7,fuel,28.6,1,0,0,0
14.22,13,online_retail,7.7,0,0,1,0
284.2,18,fuel,2.2,1,1,1,0
11.08,10,restaurant,10.2,0,1,1,0
52.01,20,grocery,42.3,2,0,1,0
152.39,14,grocery,5.0,2,0,1,0
89.34,15,online_retail,15.8,3,0,0,0
36.76,15,restaurant,3.3,2,0,1,0
1.99,14,grocery,12.6,0,0,1,0
20.1,15,restaurant,17.9,3,0,0,0
63.49,13,restaurant,15.4,0,0,1,0
74.03,19,restaurant,4.7,2,0,1,0
88.1,11,grocery,7.1,1,0,1,0
12.45,12,online_retail,8.0,1,0,0,0
47.13,22,grocery,3.9,0,0,1,0
23.83,18,electronics,14.5,0,0,1,0
69.2,8,atm,0.3,0,0,1,0
34.82,18,restaurant,28.1,1,0,1,0
54.32,12,online_retail,26.2,2,0,1,0
217.23,14,online_retail,11.2,1,0,1,0
63.75,7,grocery,2.1,1,0,0,0
127.4,21,online_retail,12.2,3,0,1,0
59.25,16,atm,6.5,0,0,1,0
95.17,22,online_retail,8.2,2,0,1,0
19.05,15,restaurant,21.8,3,0,1,0
12.77,10,online_retail,14.3,2,0,1,0
77.91,9,restaurant,35.5,2,0,1,0
75.34,8,grocery,19.2,0,0,1,0
53.39,12,grocery,9.5,0,0,1,0
61.06,7,online_retail,14.6,0,0,1,0
36.86,12,online_retail,9.0,0,0,1,0
10.22,7,restaurant,0.7,3,0,0,0
43.53,18,atm,0.1,3,0,1,0
96.23,19,restaurant,4.6,2,0,0,0
33.63,18,grocery,28.4,2,0,1,0
117.14,12,online_retail,69.1,0,0,1,0
125.81,22,restaurant,44.5,0,0,1,0
220.49,15,restaurant,4.7,2,0,1,0
3.13,19,travel,28.0,2,0,1,0
27.16,7,atm,0.7,2,0,1,0
64.54,7,online_retail,32.7,1,0,1,0
33.32,11,grocery,26.1,4,0,1,0
23.24,13,online_retail,1.5,0,0,1,0
26.1,12,grocery,4.9,0,0,0,0
34.2,13,electronics,4.7,2,0,0,0
9.77,21,restaurant,1.1,0,0,0,0
